unique_work_number,work_name,work_description,work_category,state,implementing_district,nodal_district,constituency,house_name,mp_name,implementing_agency_name,sanction_amount,actual_expenditure,released_amount,recommendation_date,administrative_approval_date,sanction_date,commencement_date,completion_date,work_status,financial_year,image_uploaded
MPLADS/KA/2024-2025/0445,Construction of Roads in Mysore,Error quibusdam ipsam alias hic. Itaque cumque dolor at.,Roads,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Darpan De,Municipal Corporation,456424.4,242545.97,364002.42633081094,2024-06-09,2024-07-04,2024-07-05,2024-08-19,,Ongoing,2024-2025,No
MPLADS/UT/2025-2026/0446,Construction of Street Light in Kanpur,Minima sunt numquam ea veritatis. Necessitatibus ab deleniti ab provident ipsa.,Street Light,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Anmol Chaudry,Zila Parishad,633934.51,116408.91,392645.54603644734,2025-08-06,2025-09-05,2025-09-09,2025-09-29,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0447,Construction of Street Light in Bhopal,Quo veritatis dolores corporis quibusdam libero. Debitis animi reprehenderit. Deleniti atque ea.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Imaran Pandey,Block Development Office,573319.65,429106.26,444350.0957816152,2025-02-17,2025-02-28,2025-03-01,2025-03-22,2026-02-04,Completed,2025-2026,Yes
MPLADS/KA/2025-2026/0448,Construction of School Building in Bangalore,Ab ea quod quas. Autem reiciendis nihil aspernatur.,School Building,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Qarin Kota,State Housing Board,1590180.32,456335.25,1421251.6209171265,2025-09-18,2025-10-22,2025-10-26,2025-11-10,,Ongoing,2025-2026,No
MPLADS/MA/2026-2027/0449,Construction of Community Hall in Pune,Nam vel fugit illo necessitatibus vitae quos molestiae. Officiis veritatis vel tempora.,Community Hall,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Yashvi D’Alia,State Housing Board,1883359.7,1609482.68,1763225.767702753,2026-04-19,2026-09-02,2026-09-06,2026-11-01,2027-04-24,Completed,2026-2027,No
MPLADS/UT/2024-2025/0450,Construction of School Building in Kanpur,Asperiores rem praesentium itaque amet.,School Building,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Vaishnavi Parsa,Municipal Corporation,1411179.72,218534.52,1254262.394898006,2024-08-22,2024-09-05,2024-09-06,2024-10-12,,Ongoing,2024-2025,No
MPLADS/TA/2024-2025/0451,Construction of School Building in Madurai,Impedit nulla laborum. Aperiam error fuga magnam praesentium.,School Building,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Imaran Bhattacharyya,Municipal Corporation,2905981.35,1044192.24,1868337.5364307666,2024-07-28,2024-09-01,2024-09-06,2024-11-03,,Ongoing,2024-2025,No
MPLADS/MA/2026-2027/0452,Construction of Street Light in Bhopal,Quibusdam est similique labore minima delectus. Quaerat tenetur aliquam.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Manan Chahal,Gram Panchayat,691028.46,128129.81,472950.3777793321,2026-08-11,2026-09-07,2026-09-11,2026-10-19,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0453,Construction of Library in Indore,Cum quas tempore excepturi iure qui. Aliquid pariatur a qui culpa.,Library,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Akshay Sur,Municipal Corporation,1109991.77,325523.71,955798.145735913,2026-03-21,2026-03-31,2026-04-01,2026-05-22,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0454,Construction of Drinking Water in Jabalpur,Perspiciatis similique delectus et.,Drinking Water,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Divya Goswami,PWD,1252023.26,773032.73,789506.2958980142,2026-03-14,2026-03-23,2026-03-25,2026-04-14,2026-12-06,Completed,2026-2027,Yes
MPLADS/MA/2025-2026/0455,Construction of Roads in Indore,Minus ad beatae pariatur distinctio.,Roads,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Karan Chaudhuri,Zila Parishad,1075793.91,669071.79,683839.0448604557,2025-10-30,2025-11-15,2025-11-19,2025-12-03,2026-09-30,Completed,2025-2026,Yes
MPLADS/TA/2025-2026/0456,Construction of Library in Coimbatore,"Non explicabo possimus. Adipisci voluptatibus quaerat id.
Ratione doloremque temporibus blanditiis.",Library,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Nicholas Nagarajan,Municipal Corporation,1244989.02,104535.19,1080940.7373066111,2025-10-01,2025-11-01,2025-11-02,2025-11-18,,Ongoing,2025-2026,No
MPLADS/KA/2026-2027/0457,Construction of Drinking Water in Hubli,Accusantium culpa temporibus. Quos ratione repudiandae cum minus.,Drinking Water,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Qasim Biswas,Zila Parishad,946484.82,153078.74,864650.3739165937,2026-05-18,2026-05-31,2026-06-05,2026-07-07,,Delayed,2026-2027,No
MPLADS/MA/2024-2025/0458,Construction of Street Light in Jabalpur,Sapiente qui quas minima molestias ad at.,Street Light,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Hritik Varkey,Municipal Corporation,292951.54,173957.15,222435.33058081658,2024-06-05,2024-07-10,2024-07-13,2024-08-04,,Ongoing,2024-2025,No
MPLADS/UT/2026-2027/0459,Construction of Park in Varanasi,Quia optio numquam quia. Ea blanditiis similique consequuntur accusamus.,Park,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Nathaniel Nigam,Zila Parishad,578540.28,449836.72,478684.72177988547,2026-01-13,2026-02-01,2026-02-03,2026-02-13,2026-11-06,Completed,2026-2027,Yes
MPLADS/MA/2026-2027/0460,Construction of Roads in Indore,Eveniet et blanditiis error dolor maxime. Quibusdam veniam commodi animi animi illum vero placeat.,Roads,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Baljiwan Patil,Zila Parishad,541697.69,159682.9,387077.04122218606,2026-05-28,2026-06-12,2026-06-17,2026-08-05,,Delayed,2026-2027,No
MPLADS/TA/2024-2025/0461,Construction of Street Light in Coimbatore,Praesentium ab explicabo sequi. Iste illo voluptate itaque.,Street Light,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Lohit Sankar,PWD,892945.03,288529.6,480181.14518525254,2024-06-22,2024-07-20,2024-07-22,2024-09-10,,Ongoing,2024-2025,No
MPLADS/KA/2026-2027/0462,Construction of Roads in Mysore,Expedita adipisci voluptatum suscipit veniam deleniti atque.,Roads,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Azaan Minhas,Zila Parishad,1528210.84,682376.77,1152867.8345917664,2026-01-30,2026-02-24,2026-02-27,2026-04-13,,Ongoing,2026-2027,No
MPLADS/TA/2025-2026/0463,Construction of School Building in Chennai,Velit molestias consectetur et nulla ab. Dolorum id culpa hic.,School Building,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Simon Minhas,PWD,1950411.74,788348.8,1597369.032057629,2025-04-22,2025-05-07,2025-05-12,2025-06-01,,Ongoing,2025-2026,No
MPLADS/TA/2025-2026/0464,Construction of Drainage in Madurai,Cumque adipisci reiciendis. Voluptas odit eius et quia.,Drainage,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Wyatt Bajaj,Zila Parishad,1328387.95,1019250.82,1111418.2854672198,2025-09-28,2025-12-14,2025-12-17,2026-01-24,2026-06-12,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0465,Construction of Community Hall in Pune,Sed quidem velit animi necessitatibus tempora at. Id ipsa voluptatibus vitae commodi.,Community Hall,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Arunima Tiwari,PWD,2365206.34,778307.92,1331467.8972560219,2025-02-04,2025-03-06,2025-03-11,2025-03-30,,Ongoing,2025-2026,No
MPLADS/TA/2026-2027/0466,Construction of Community Hall in Chennai,Quasi eveniet id sequi aut. Adipisci esse autem.,Community Hall,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Dalaja Kar,Gram Panchayat,2234836.48,1287678.76,1643639.6723030012,2026-07-27,2026-08-25,2026-08-27,2026-10-22,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0467,Construction of Roads in Nagpur,Non hic tempore perferendis quibusdam laudantium. Repellendus debitis sint magnam.,Roads,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Faras Prakash,Gram Panchayat,1991333.36,1027819.26,1826422.7150741566,2024-06-19,2024-10-05,2024-10-06,2024-10-22,,Ongoing,2024-2025,No
MPLADS/MA/2026-2027/0468,Construction of Drinking Water in Thane,Quis impedit vero suscipit consectetur. Quia adipisci deleniti.,Drinking Water,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Eesha Ramaswamy,Municipal Corporation,1378753.86,752728.74,981289.5186682268,2025-12-26,2026-01-12,2026-01-15,2026-02-11,,Ongoing,2026-2027,No
MPLADS/TA/2024-2025/0469,Construction of School Building in Chennai,Asperiores nihil tempore harum ea. Deleniti nobis temporibus modi. Debitis quisquam repellat nam.,School Building,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Ekalinga Karnik,PWD,2204248.28,889798.07,1567027.3163978057,2024-06-27,2024-08-01,2024-08-06,2024-08-22,,Ongoing,2024-2025,No
MPLADS/TA/2025-2026/0470,Construction of Drinking Water in Chennai,Voluptatibus animi soluta vitae nesciunt harum.,Drinking Water,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Amrita Varma,Municipal Corporation,712090.88,440425.57,447110.7615910513,2025-06-08,2025-06-17,2025-06-20,2025-08-03,,Ongoing,2025-2026,No
MPLADS/MA/2026-2027/0471,Construction of Park in Pune,Eaque a corporis veniam iure. Magni natus consectetur fuga ullam.,Park,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Ikbal Pandya,Block Development Office,689979.32,488466.72,512970.4016958056,2026-01-20,2026-02-06,2026-02-11,2026-03-30,2026-11-14,Completed,2026-2027,Yes
MPLADS/UT/2026-2027/0472,Construction of Library in Varanasi,Repudiandae eius laborum ea. Reiciendis id voluptate non. Placeat at nulla repudiandae cumque.,Library,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Vedika Johal,Block Development Office,200000.0,47395.73,151809.01407806636,2026-08-22,2026-09-15,2026-09-19,2026-10-05,,Ongoing,2026-2027,No
MPLADS/KA/2025-2026/0473,Construction of Health Center in Bangalore,Architecto pariatur atque labore quas temporibus. Quos sint neque esse.,Health Center,Karnataka,Bangalore,Bangalore,Bangalore East,Rajya Sabha,Ekanta Mitra,Gram Panchayat,484808.94,261540.06,262331.19419437513,2025-09-21,2025-10-05,2025-10-09,2025-10-30,2026-07-06,Completed,2025-2026,Yes
MPLADS/MA/2024-2025/0474,Construction of Street Light in Pune,Impedit iste deserunt. Nesciunt distinctio dolorum tempora quae aspernatur expedita esse.,Street Light,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Yashica De,Block Development Office,773374.85,380148.03,539707.4187987609,2024-06-14,2024-07-05,2024-07-08,2024-09-05,,Ongoing,2024-2025,No
MPLADS/KA/2025-2026/0475,Construction of Community Hall in Hubli,Ipsam odit quasi rerum provident incidunt consequatur.,Community Hall,Karnataka,Hubli,Hubli,Hubli East,Lok Sabha,Jagrati Sandhu,State Housing Board,4473961.26,2868772.12,4160390.511371716,2025-08-06,2025-08-13,2025-08-18,2025-09-26,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0476,Construction of Street Light in Bhopal,Fuga optio excepturi delectus. Tempore officia officia voluptas saepe deserunt voluptatem.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Gaurang Parekh,Zila Parishad,450192.79,395969.58,398383.49666706513,2024-02-22,2024-03-04,2024-03-09,2024-04-15,2024-10-06,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0477,Construction of Street Light in Thane,Veritatis ut dolor facilis neque inventore. Vel alias exercitationem cum aspernatur.,Street Light,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Netra Singhal,Gram Panchayat,615311.39,376310.63,566047.4681971857,2024-12-03,2024-12-26,2024-12-27,2025-02-03,,Ongoing,2024-2025,No
MPLADS/MA/2025-2026/0478,Construction of Park in Bhopal,Eum expedita ullam cumque fuga quidem. Quasi qui rem eligendi. Dolores numquam repellendus sit.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Azad Krish,State Housing Board,924500.06,220004.76,575836.4403789872,2024-12-12,2025-02-25,2025-02-27,2025-04-15,,Delayed,2025-2026,No
MPLADS/UT/2024-2025/0479,Construction of School Building in Varanasi,Repellendus repellat cumque tempora maiores ducimus eos. Tenetur consequuntur sapiente ipsa.,School Building,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Indrajit Tata,Zila Parishad,7618321.21,3130878.05,6768370.9749212675,2024-06-26,2024-07-14,2024-07-18,2024-08-09,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0480,Construction of Drinking Water in Jabalpur,Praesentium laudantium qui commodi. Alias voluptatibus expedita explicabo illo dolore eos.,Drinking Water,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Sai Ramakrishnan,Block Development Office,1559787.46,917729.25,1275185.2231724495,2024-02-02,2024-03-02,2024-03-05,2024-03-20,,Ongoing,2024-2025,No
MPLADS/UT/2025-2026/0481,Construction of Roads in Kanpur,Delectus voluptatum quidem neque porro placeat quas. Soluta aliquam vero sit veniam necessitatibus.,Roads,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Vasana Cheema,Gram Panchayat,1397665.93,722610.09,2005523.9967925895,2025-06-17,2025-10-30,2025-11-04,2025-12-06,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0482,Construction of Park in Kanpur,Aspernatur minus quas atque eveniet reiciendis.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Yuvraj Comar,State Housing Board,417783.82,95692.2,305965.3184465833,2025-11-11,2025-11-29,2025-12-03,2026-01-16,,Ongoing,2025-2026,No
MPLADS/UT/2024-2025/0483,Construction of Commercial Shop near Park in Varanasi,Asperiores quo dolorum. Assumenda provident iure.,Park,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Ekaja Subramaniam,Zila Parishad,200000.0,34917.36,161984.50353363098,2024-09-13,2024-10-16,2024-10-19,2024-12-10,,Ongoing,2024-2025,No
MPLADS/UT/2026-2027/0484,Construction of Street Light in Varanasi,Maxime possimus expedita vel odit dicta ab. Placeat nihil officiis vero magni delectus et.,Street Light,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Utkarsh Gade,Municipal Corporation,540692.73,452698.57,493709.23065559106,2026-04-17,2026-04-25,2026-04-29,2026-06-07,2027-02-01,Completed,2026-2027,Yes
MPLADS/KA/2026-2027/0485,Construction of Street Light in Hubli,Voluptates nam natus dolorum et autem. Architecto mollitia eum nesciunt doloribus.,Street Light,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Mohini Dhar,Municipal Corporation,348729.85,87111.91,233139.26159835685,2026-04-18,2026-05-02,2026-05-03,2026-06-18,,Ongoing,2026-2027,No
MPLADS/KA/2025-2026/0486,Construction of Drainage in Hubli,Consectetur est asperiores laudantium veniam ratione itaque assumenda.,Drainage,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Lakshit Sehgal,Block Development Office,886308.168365207,256381.03,464426.266362634,2025-10-14,2025-11-10,2025-11-15,2025-12-25,,Delayed,2025-2026,No
MPLADS/KA/2025-2026/0487,Construction of Community Hall in Hubli,Similique maiores officiis illo. Sint officiis minima.,Community Hall,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Vinaya Parmer,Gram Panchayat,1724112.54,982427.86,999468.7969334779,2025-07-06,2025-07-17,2025-07-18,2025-09-09,2026-05-18,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0488,Construction of Street Light in Nagpur,Accusantium repellendus atque accusamus ratione. Placeat eius repellat nesciunt ipsum doloribus.,Street Light,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Lakshmi Samra,Block Development Office,283690.4,160531.37,263080.0960068081,2025-04-29,2025-05-23,2025-05-27,2025-06-28,,Delayed,2025-2026,No
MPLADS/UT/2026-2027/0489,Construction of Drinking Water in Lucknow,Maiores sapiente cum omnis temporibus quae. Voluptatibus deleniti explicabo.,Drinking Water,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Abdul Narayan,Gram Panchayat,1843570.82,190017.95,1161283.7906736215,2026-07-06,2026-10-19,2026-10-24,2026-11-13,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0490,Construction of Drinking Water in Bhopal,Repellendus voluptatum ipsa dolor consectetur dicta.,Drinking Water,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Sachi Batra,Municipal Corporation,1440819.88,79909.23,841282.4518212137,2024-12-14,2025-05-10,2025-05-13,2025-06-08,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0491,Construction of Community Hall in Thane,Error aut autem omnis consectetur. Ducimus ullam reprehenderit est molestias.,Community Hall,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Bimala Mallick,Gram Panchayat,2490432.83,1891175.27,1971293.6168155735,2025-02-11,2025-03-12,2025-03-16,2025-04-18,2025-08-29,Completed,2025-2026,Yes
MPLADS/MA/2024-2025/0492,Construction of Community Hall in Nagpur,Magnam iusto magnam dolor quo quae itaque. Ex tempore quidem similique quis hic.,Community Hall,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Laban Gokhale,Gram Panchayat,4275932.97,1252797.49,2906351.9229762726,2024-05-04,2024-06-08,2024-06-12,2024-08-09,,Delayed,2024-2025,No
MPLADS/KA/2026-2027/0493,Construction of School Building in Hubli,Quaerat tempora expedita recusandae dolorum. Quo atque optio. Dolorum adipisci soluta ratione sint.,School Building,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Deepa Pandit,State Housing Board,3116052.46,2095031.61,2148342.716376379,2026-08-21,2026-09-23,2026-09-26,2026-11-23,2027-01-17,Completed,2026-2027,Yes
MPLADS/MA/2025-2026/0494,Construction of Park in Bhopal,At accusamus aliquid quis eveniet. Iste minus laboriosam. Nisi magnam rerum autem quas adipisci.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Neel Gade,Block Development Office,455486.32,114696.01,389375.3224880142,2025-03-27,2025-04-16,2025-04-21,2025-05-28,,Ongoing,2025-2026,No
MPLADS/KA/2026-2027/0495,Construction of Drainage in Hubli,Impedit provident explicabo quae ad quia facere. Labore voluptas omnis ad quibusdam.,Drainage,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Indali Sandal,State Housing Board,2113874.45,1686516.24,1872877.941286536,2026-07-18,2026-11-10,2026-11-13,2026-12-20,2027-08-06,Completed,2026-2027,Yes
MPLADS/TA/2024-2025/0496,Construction of Park in Madurai,Architecto eum praesentium. Et provident cum recusandae placeat reprehenderit.,Park,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Nandini Nagi,State Housing Board,1015564.02,151894.34,722939.7206432496,2024-09-23,2024-10-21,2024-10-26,2024-12-24,,Ongoing,2024-2025,No
MPLADS/TA/2025-2026/0497,Construction of Roads in Madurai,Illo eum molestias voluptates ducimus eius. Quaerat placeat doloremque ab ab ipsum.,Roads,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Faris Pau,PWD,670203.08,515551.53,568310.227654384,2025-10-12,2025-10-17,2025-10-22,2025-11-07,2026-04-29,Completed,2025-2026,No
MPLADS/MA/2026-2027/0498,Construction of Roads in Bhopal,Accusantium placeat consectetur rem. Laboriosam veritatis explicabo.,Roads,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Aarna Apte,State Housing Board,1347729.06,653711.0,1959915.108619058,2026-08-12,2026-09-14,2026-09-19,2026-11-08,,Ongoing,2026-2027,No
MPLADS/MA/2023-2024/0499,Construction of Park in Bhopal,Occaecati beatae temporibus. Facere facilis necessitatibus iusto quae perspiciatis ut maxime.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Gunbir Amble,State Housing Board,449752.7,276698.46,285985.17736104864,2023-11-23,2023-12-19,2023-12-21,2024-01-07,2024-06-02,Completed,2023-2024,Yes
MPLADS/TA/2026-2027/0500,Construction of Drainage in Coimbatore,"Eius ab excepturi praesentium nihil. Quasi laudantium aperiam id.
Eos quaerat ipsa nam.",Drainage,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Chaitaly Sarma,PWD,370320.16,78211.83,344890.546967768,2026-03-28,2026-04-11,2026-04-15,2026-05-19,,Ongoing,2026-2027,No
MPLADS/UT/2025-2026/0092-DUP,Construction of Temple near Health Center in Lucknow (Phase 2),Hic aut ipsam quaerat.,Health Center,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Jagdish Chandran,Gram Panchayat,2757201.8258463587,2170101.71,2287655.3072293676,2025-07-06,2025-07-20,2025-07-22,2025-08-22,2026-05-19,Completed,2025-2026,Yes
MPLADS/KA/2026-2027/0226-DUP,Construction of Health Center in Bangalore (Phase 2),Odit dolore fuga. Tempora aliquid suscipit dignissimos cumque doloribus.,Health Center,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Pallavi Sami,State Housing Board,3254955.3295108327,1748325.03,2757311.2212858573,2026-08-23,2026-09-15,2026-09-20,2026-11-09,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0036-DUP,Construction of Park in Kanpur (Phase 2),Voluptas magni sunt nemo ipsam minima magnam. Veniam minima iste harum.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Gagan Boase,Municipal Corporation,294108.86414599774,262294.52,275667.2413522741,2026-09-06,2026-10-01,2026-10-05,2026-11-19,2027-03-31,Completed,2026-2027,Yes
MPLADS/MA/2024-2025/0252-DUP,Construction of Library in Pune (Phase 2),Consectetur nulla unde. Nulla maiores quod totam.,Library,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Michael Kaur,Block Development Office,2512524.150887553,909228.26,1747962.0952345647,2024-10-20,2024-11-12,2024-11-14,2025-01-08,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0476-DUP,Construction of Street Light in Bhopal (Phase 2),Fuga optio excepturi delectus. Tempore officia officia voluptas saepe deserunt voluptatem.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Gaurang Parekh,Zila Parishad,487343.52944211575,257256.06,282867.6747164417,2024-02-22,2024-03-04,2024-03-09,2024-04-15,2024-10-06,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0103-DUP,Construction of Park in Bhopal (Phase 2),Nam rem esse sapiente minus molestiae. Laudantium pariatur modi vero voluptate facere.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Brinda Dhillon,Zila Parishad,691472.5754335085,238994.72,499279.5934624901,2024-03-12,2024-03-24,2024-03-27,2024-05-25,,Delayed,2024-2025,No
MPLADS/MA/2025-2026/0313-DUP,Construction of Health Center in Nagpur (Phase 2),Odio doloremque quod eum molestias nisi. Accusantium occaecati nihil dolores dignissimos ipsa.,Health Center,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Pahal Wadhwa,Zila Parishad,2601240.5362314926,2977731.9,3201178.6638613236,2025-03-13,2025-03-30,2025-03-31,2025-04-21,2026-02-12,Completed,2025-2026,Yes
MPLADS/UT/2025-2026/0202-DUP,Construction of Community Hall in Varanasi (Phase 2),Quam harum esse.,Community Hall,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Rohan Panchal,Municipal Corporation,2901921.1496652258,2075375.22,2692000.5158339515,2025-12-01,2025-12-21,2025-12-23,2026-02-18,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0331-DUP,Construction of Park in Indore (Phase 2),Sint perferendis architecto explicabo modi in necessitatibus. Ad reiciendis quas.,Park,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Jacob Garg,Gram Panchayat,806446.5203134357,75661.27,497931.602989407,2025-10-21,2025-12-27,2025-12-28,2026-02-18,,Ongoing,2025-2026,No
MPLADS/TA/2026-2027/0056-DUP,Construction of Drainage in Madurai (Phase 2),Dolore commodi voluptas accusantium. Quaerat tempora vitae veritatis eligendi dicta.,Drainage,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Jason More,Gram Panchayat,1671039.4348598141,240506.03,1538969.200146841,2026-01-22,2026-02-07,2026-02-12,2026-03-15,,Ongoing,2026-2027,No
